event_id,frequency_mhz,bandwidth_khz,duration_sec,snr_db,drift_rate_hz_s,pulse_interval_sec,encoding_density,bearing_deg,elevation_deg,polarization_ratio,spectral_kurtosis,prime_interval_flag,label,hydrogen_line_delta
EVT-000000,1419.6531461012428,31.390648572771035,59.32588190426586,3.4048795397656733,-1.114818878026298,0.0,0.9807113940087122,283.4470287461388,41.518983027500056,0.7307571148983764,4.735239802773425,0,0,0.7518538987571901
EVT-000001,1447.7426960868645,66.26758657699841,20.36218044266228,5.18941917426219,-7.964280893752358,0.0,0.5961794046977456,320.11651156816464,30.836573186062424,0.6350058329509153,1.3012153876619552,0,0,27.337696086864526
EVT-000002,1401.8988524320532,33.22296208312747,30.406496176152814,0.3913699608294201,16.107226824801906,0.0,1.4558823198921966,333.3017275889975,78.81211510626387,0.595543899150311,2.2549230887850813,0,0,18.506147567946755
EVT-000003,1414.1083219346035,102.08991460993128,23.243281032129772,6.323618163125162,4.68650582878067,0.0,1.3043390975405824,61.53100861985453,48.16876199894932,0.7850743252072899,3.927961378127484,0,0,6.296678065396463
EVT-000004,1434.5808170902317,49.51940962238428,15.655544878535263,1.3162009377039734,8.135662120922465,0.0,0.8099615568761419,244.19266422400355,44.773549892597416,0.328303528596252,3.3027555890118285,0,0,14.175817090231703
EVT-000005,1420.4020788982177,6.778409503638464,39.998464507806176,12.309215704398287,0.5647844642525982,3.0,7.598218240932533,46.84699467908933,40.08174781778942,0.46508689228249067,4.539498803118082,1,1,0.002921101782249025
EVT-000006,1430.7056778240863,316.0482900256794,3.85832374219481,3.83969345440917,-7.910296487758954,0.0,1.0063497817179283,74.24314610760926,40.99822297092211,0.3593538425175902,1.458647797578744,0,0,10.300677824086279
EVT-000007,1449.6353428134792,21.00290766366362,17.744496442189508,1.6340396430354573,8.741415533644222,0.0,1.350352660252768,61.40528166708302,18.55159865606984,0.7900984734768581,3.7720503746324496,0,0,29.230342813479183
EVT-000008,1433.6679606352147,39.314768134164126,112.66782987082449,4.450610848019775,2.5863274469659467,0.0,0.7363347901551565,58.109152277816904,70.86141806936195,0.6571915858606164,4.773067175469456,0,0,13.262960635214768
EVT-000009,1435.9981324464059,38.05629675759018,11.960618342712293,6.915433305359035,4.001070806544285,0.0,1.1995393979603133,52.410008562272395,68.02571398639571,0.7390005724486879,1.8503980985883268,0,0,15.593132446405889
EVT-000010,1430.4469120563172,17.26317579591581,21.944986182279408,6.198748906299171,0.24235728734628526,0.0,0.7251317737018474,127.54503405512128,47.746169353691116,0.2930882372281217,1.354253977453914,0,0,10.041912056317187
EVT-000011,1403.2265782863449,24.0639358266812,16.288360711402085,4.906858557886347,-0.25467651604823177,0.0,1.3333952828087892,183.36985785868774,72.48152095804654,0.4249547541065996,1.1122625797461558,0,0,17.178421713655098
EVT-000012,1444.189581177682,133.00915314303225,16.55088592186598,-0.6568114318355462,9.735667448136187,0.0,1.4075147248558966,325.65280983837465,84.07356994431855,0.7053046172219846,0.9955971075239769,0,0,23.784581177681957
EVT-000013,1425.2639279772686,36.10447678317872,26.06585906873825,3.436364968144461,-1.5488241990485707,0.0,1.055104573033136,242.39047187911024,66.56045581867785,0.19090533061314496,0.9705188774934399,0,0,4.85892797726865
EVT-000014,1402.703311410751,148.9539785673733,4.86212223362807,9.69902276478054,4.163280147028894,0.0,0.7770606766981853,352.60594560768385,30.692519448417386,0.42568714662165924,4.328830638360451,0,0,17.701688589248988
EVT-000015,1427.4128688194705,7.718255152724411,8.534270521263505,8.327557522753905,9.544420118473981,0.0,0.9090693435993458,330.3660381501174,13.167490854802146,0.7582677345814136,1.8009391910256878,0,0,7.007868819470559
EVT-000016,1430.1627038376182,73.60212064478864,53.84138894361596,2.2656901680109995,-19.16534733713564,0.0,0.673999587368735,217.31723652442992,24.989461771222203,0.38079457361863667,5.387581338572097,0,0,9.757703837618237
EVT-000017,1438.4073418754504,19.2672747470894,16.30460832125276,10.040074275071802,-10.470652615857704,0.0,1.6288427622956847,129.53152114218503,72.24899494796668,0.9574025690861295,2.2481569339383527,0,0,18.002341875450384
EVT-000018,1412.3615200478866,61.33984808596354,2.1380641057669427,3.1246784225065833,-6.348941494862584,0.0,0.12012825946660521,141.28043984277235,63.978002124822275,0.26091173160755404,1.5398076263668146,0,0,8.04347995211333
EVT-000019,1444.5185019815476,75.97998299080638,1.4172432650885713,4.925410262252733,-6.698756111564033,0.0,0.9469706732244331,5.092968825646893,6.091725318766628,0.6663423065127254,1.3653228915266422,0,0,24.113501981547643
EVT-000020,1420.398496985896,10.76394003330821,114.21282468576757,8.97054125215963,0.1750782400156838,17.0,7.932817110444068,40.032035910431716,44.611574101091165,0.91338274638356,8.054318354033132,1,1,0.0065030141040551825
EVT-000021,1431.944180425971,36.659669080705015,9.26681238632714,7.528430900325519,5.236401895781014,0.0,1.394307472858691,59.207665954023994,69.84854021368068,0.2911220803139073,2.3088510692596707,0,0,11.539180425970926
EVT-000022,1429.12363736122,13.570480851031224,2.6353111424980393,5.189876800561626,3.33677493309343,0.0,1.2196687476981594,88.05567952919876,64.54167313258445,0.8158024809406532,1.689100674384372,0,0,8.71863736122009
EVT-000023,1420.0478267401984,10.9140509304585,44.41686502287091,11.05838996426059,0.6917932493996226,0.0,8.88734772149791,46.736919394911645,43.2062904391848,0.9097891763081276,9.2119947362474,0,1,0.3571732598015842
EVT-000024,1407.5610461525116,35.0836656684884,40.77933872251907,2.772463571824604,-3.0159838224856803,0.0,0.9701033741854568,58.44049677489326,57.96767122710176,0.7190896248649216,3.457205984256513,0,0,12.843953847488365
